1000 10000
829 917 75
609 701 45
968 418 44
953 162 66
957 305 57
249 333 61
439 412 93
626 341 95
401 412 86
790 506 91
191 636 54
292 978 42
490 51 75
503 999 4
599 349 36
607 727 4
672 971 61
534 691 71
50 222 67
916 808 53
757 264 34
604 33 47
31 579 93
653 27 4
474 688 25
266 767 21
769 578 2
667 180 68
263 304 44
305 403 44
481 687 56
318 609 59
214 493 73
762 696 71
310 167 55
271 838 46
16 667 27
638 597 42
122 319 29
200 593 58
734 680 17
150 189 19
135 588 3
41 742 8
992 913 15
595 478 14
941 956 93
92 779 88
912 843 46
446 102 84
677 507 33
177 300 4
671 435 19
448 968 63
353 214 7
369 183 98
597 941 91
249 811 19
408 419 77
462 369 80
268 991 27
660 362 21
581 6 44
993 38 26
373 998 64
817 372 67
1000 652 44
338 323 8
272 407 39
512 245 12
283 306 82
346 558 46
328 870 21
756 825 68
629 366 56
363 452 55
604 569 36
172 343 25
385 460 19
398 104 90
53 781 63
795 658 90
206 89 80
682 490 85
221 735 5
696 905 7
551 410 59
235 93 80
341 251 37
13 40 62
149 413 25
559 926 86
822 759 82
188 323 3
951 398 84
833 548 74
257 936 32
380 425 43
608 994 81
146 697 47
606 27 48
711 510 83
720 30 24
522 548 56
366 252 51
982 646 17
472 856 83
483 186 10
204 58 58
610 56 81
497 748 18
212 319 100
975 288 38
724 56 65
900 623 75
657 992 22
825 203 48
421 539 93
427 55 83
9 68 80
587 658 21
702 453 62
254 448 82
181 701 16
109 112 66
496 981 37
622 55 50
63 986 31
513 579 1
828 319 12
164 617 71
919 40 90
200 568 5
75 88 35
466 684 91
183 179 46
266 868 93
902 116 12
231 484 55
855 561 71
745 419 100
517 850 31
310 478 27
296 734 84
862 403 21
75 294 89
327 999 92
92 656 80
898 345 100
768 869 63
243 37 52
148 491 61
53 666 26
388 980 31
524 180 52
320 5 64
9 858 32
194 800 69
394 329 77
673 666 57
327 967 55
233 518 19
702 409 82
881 968 35
471 70 100
980 979 44
321 386 87
856 763 81
443 220 100
122 468 31
172 136 7
240 889 65
644 926 84
966 654 81
856 304 48
105 967 68
130 632 2
455 838 74
751 640 66
445 792 19
856 200 17
575 593 99
337 548 35
644 908 83
620 315 75
447 852 13
527 33 39
200 686 60
474 501 66
120 780 10
298 412 36
121 203 16
113 372 82
972 486 10
788 794 87
24 793 77
603 38 83
34 343 58
317 25 16
999 684 89
313 349 28
788 628 88
94 469 13
862 18 20
779 849 65
331 698 80
936 116 86
631 96 50
964 781 31
704 614 32
740 665 1
243 250 3
114 40 83
451 941 43
204 707 2
489 701 42
705 876 54
719 300 20
759 127 79
45 359 66
920 81 21
652 848 72
136 192 97
397 445 36
521 835 70
651 455 62
687 661 20
572 363 43
477 278 12
77 948 53
22 794 14
835 487 99
60 528 29
202 829 26
796 372 39
946 797 32
872 230 27
221 215 40
116 336 45
98 202 56
242 124 97
197 623 74
326 268 100
173 644 92
858 904 86
237 843 77
411 172 91
140 416 33
258 623 50
580 254 100
556 653 44
614 338 8
995 638 54
861 470 66
707 325 62
495 936 46
734 626 71
111 121 56
968 896 86
517 526 63
43 527 38
716 722 77
700 579 53
355 18 37
332 795 92
510 535 24
312 267 59
482 72 97
801 571 26
244 901 74
893 854 29
498 134 84
917 164 89
544 562 14
309 568 69
229 288 83
735 66 14
75 297 43
760 366 4
587 436 86
161 595 83
102 713 29
183 965 2
597 470 51
883 908 15
890 645 6
43 699 5
637 828 40
167 250 73
728 947 2
661 692 58
315 362 32
718 593 48
561 897 74
151 269 1
785 894 68
545 424 35
550 210 28
441 812 75
927 156 43
984 914 14
240 221 56
604 325 6
55 970 60
405 708 57
584 893 95
721 989 43
401 28 70
928 797 87
271 1 23
281 409 46
55 304 28
596 64 40
429 604 20
206 254 93
521 603 24
232 467 93
581 301 3
176 738 61
280 897 47
238 515 95
343 167 13
568 401 2
958 719 77
150 981 64
219 937 88
943 289 29
348 195 21
114 917 11
932 86 17
982 125 57
42 665 98
371 297 10
585 405 3
511 636 48
993 559 14
354 262 23
925 850 97
362 186 26
147 946 82
87 369 25
967 417 59
776 493 22
536 406 55
748 302 75
401 929 51
890 408 17
74 816 53
994 51 41
541 438 1
673 330 33
953 294 63
361 925 59
562 476 2
719 215 23
439 677 96
523 497 4
530 306 67
340 757 43
804 233 54
993 851 76
262 92 2
969 400 75
281 912 58
612 226 72
119 150 91
415 981 60
304 518 9
948 97 73
174 127 32
32 281 54
225 656 15
395 821 48
772 779 33
275 737 66
254 52 95
266 349 43
858 383 35
803 315 14
248 959 68
817 468 45
609 983 47
568 131 91
342 565 16
954 520 84
994 338 11
147 23 25
980 84 84
254 646 90
638 468 55
142 866 78
608 392 100
61 963 50
382 226 29
433 755 35
405 511 19
353 739 51
450 689 33
116 710 76
212 389 4
603 20 97
941 958 12
762 465 98
93 472 29
268 427 77
759 549 87
580 799 84
433 860 11
564 709 27
176 429 16
977 399 20
34 111 31
117 222 94
163 170 87
892 797 42
441 557 70
200 340 26
247 985 21
189 479 81
806 20 100
757 468 40
615 119 96
149 737 70
986 216 20
502 523 86
666 185 8
941 616 71
103 311 9
548 878 67
187 716 7
647 17 1
941 21 97
967 537 77
65 805 49
354 857 96
742 8 88
121 458 98
302 425 3
489 334 10
834 373 65
59 190 85
195 301 6
212 316 71
658 352 4
310 353 41
41 462 32
213 216 85
240 118 17
746 890 69
930 881 45
339 472 57
909 333 42
449 236 12
69 259 38
393 792 91
929 89 40
732 109 70
724 201 21
527 869 89
133 856 56
611 145 40
168 696 58
574 788 39
483 799 14
992 687 71
690 365 86
839 115 19
163 578 89
372 954 32
10 869 23
36 998 17
143 974 52
936 296 68
291 694 85
541 954 39
111 65 49
812 133 72
621 323 94
562 813 26
965 96 89
778 440 69
881 490 93
167 426 58
745 871 73
746 220 89
376 584 57
674 688 45
428 323 57
935 455 91
626 970 79
989 171 91
488 530 56
192 582 26
538 862 98
162 681 94
830 497 21
558 741 65
119 871 5
17 662 67
814 28 22
204 186 99
492 115 61
251 447 42
121 745 100
609 66 32
304 839 65
762 969 60
849 796 27
807 602 40
974 985 16
973 474 4
606 571 78
942 799 78
709 508 11
703 229 88
74 714 84
65 461 26
607 558 1
792 546 100
941 766 35
990 834 1
518 956 25
361 179 15
625 414 36
705 459 8
369 676 7
212 583 34
438 268 76
617 973 45
266 17 17
688 385 47
685 208 20
497 428 19
586 626 95
704 337 55
224 764 5
727 542 60
842 434 90
908 17 38
864 392 35
711 32 2
243 375 48
245 88 18
621 390 16
192 471 16
790 167 77
516 538 52
120 942 9
820 463 77
908 645 46
779 788 28
459 499 67
851 55 88
238 392 73
674 547 63
766 586 94
336 818 44
269 603 30
522 917 99
531 657 77
586 653 97
434 37 66
884 942 61
2 964 11
202 719 48
902 97 71
425 787 25
212 113 62
243 459 10
513 942 72
547 986 9
147 468 67
172 927 76
502 495 65
410 847 42
1000 867 95
406 496 39
965 163 4
103 7 52
339 171 39
196 35 28
350 77 72
435 71 33
973 368 15
165 388 5
628 740 1
495 165 9
672 895 25
499 161 85
614 339 45
893 573 58
869 510 18
111 591 10
999 393 32
637 988 80
755 378 55
737 331 2
814 762 67
448 991 57
310 407 33
35 625 33
157 594 92
943 300 45
156 338 53
142 863 15
126 40 14
36 871 79
968 385 47
770 146 31
72 496 5
798 525 57
491 713 37
609 679 1
309 782 91
792 52 50
941 222 8
116 338 6
62 697 23
626 455 19
800 421 89
844 530 87
476 117 97
589 205 81
676 676 29
609 522 37
568 550 27
283 411 8
938 528 49
749 767 5
163 83 29
339 836 53
972 725 81
288 312 84
918 856 92
664 847 14
650 849 87
501 808 40
722 474 73
154 584 64
518 488 64
699 693 48
256 93 22
635 516 7
800 184 1
475 668 15
625 760 15
650 617 85
122 141 75
352 714 44
150 495 14
562 539 99
140 245 50
321 963 34
999 399 66
947 703 5
175 4 37
264 253 32
519 973 95
318 866 48
237 264 55
421 837 77
558 526 67
132 978 19
959 149 66
187 560 49
868 423 53
974 283 56
85 849 99
433 338 5
132 28 21
798 874 3
640 560 10
376 178 10
589 188 68
644 868 39
490 896 90
443 810 57
674 475 88
809 423 41
971 973 78
57 18 7
730 830 21
638 607 19
917 749 68
579 966 14
256 650 29
461 489 34
824 572 37
492 58 49
155 124 15
310 779 70
182 664 34
171 812 70
837 553 63
90 305 57
727 525 51
378 873 15
615 526 19
442 496 39
453 417 15
354 957 31
962 400 2
767 629 98
792 145 81
451 103 69
448 244 92
626 238 19
785 465 99
695 378 81
296 855 58
301 126 22
482 798 78
415 524 15
180 934 58
888 781 49
124 478 7
267 577 14
389 567 32
468 221 72
150 230 59
709 440 6
620 701 1
291 269 45
460 346 82
414 196 4
377 630 59
548 473 72
36 935 66
46 523 69
767 631 2
866 678 67
978 403 32
448 705 71
822 821 63
861 41 87
196 627 37
338 277 13
439 493 68
382 280 56
445 971 26
648 106 73
99 668 1
926 615 96
110 696 72
305 38 89
570 272 67
111 483 27
215 48 95
103 70 88
703 148 88
465 18 55
841 288 97
331 206 93
521 702 96
60 527 77
830 620 95
566 796 35
787 451 68
540 905 33
575 994 70
840 318 33
932 433 82
511 181 44
651 886 47
363 86 43
87 987 82
880 230 41
614 317 74
223 204 30
635 863 9
174 883 51
158 494 98
486 571 55
690 74 97
716 312 3
383 283 54
913 65 47
46 306 62
570 602 55
951 540 92
201 483 91
110 90 73
554 71 87
657 131 49
774 630 28
932 824 80
419 907 2
518 103 33
810 886 15
905 18 71
96 723 10
870 13 95
174 529 26
486 931 3
177 197 75
698 714 86
515 908 4
828 362 38
87 852 27
268 65 88
521 924 72
180 586 64
340 471 6
684 114 10
90 278 13
679 842 90
471 874 11
988 639 85
654 878 78
678 501 54
835 563 71
556 32 30
279 90 75
914 89 36
464 502 73
822 72 41
454 214 65
996 532 65
399 600 23
746 108 93
28 969 65
109 257 42
18 350 9
610 842 1
1 662 100
501 55 77
432 614 94
342 966 79
87 675 7
423 177 43
52 331 87
616 950 7
647 709 27
915 894 39
142 932 94
247 215 92
410 265 1
905 898 28
991 422 24
687 613 97
712 515 2
612 553 22
705 484 45
487 141 69
451 161 60
259 146 19
531 733 15
560 189 3
787 768 26
553 288 95
32 493 46
508 481 37
171 853 71
469 170 31
336 442 64
555 327 15
202 756 78
585 36 84
540 87 74
575 260 20
497 427 38
711 898 8
38 787 88
416 588 59
251 599 15
678 483 84
382 923 51
72 109 39
863 37 6
744 707 87
76 146 14
703 515 83
735 18 71
150 462 12
443 23 47
502 179 37
435 970 65
217 955 3
788 654 50
95 99 61
958 795 97
442 326 82
886 244 6
26 840 26
654 42 54
362 451 80
852 887 80
929 550 3
959 83 46
882 105 69
302 506 51
621 139 6
392 668 50
67 988 79
381 645 33
125 291 9
515 98 56
614 817 9
858 98 82
381 876 10
97 402 47
804 501 47
990 167 16
491 194 37
907 889 42
438 156 35
619 370 15
826 994 98
113 555 48
932 981 64
33 687 82
419 115 81
381 334 64
41 572 5
993 508 7
526 495 88
127 575 2
165 334 71
364 340 94
956 358 92
457 683 23
696 192 42
284 294 61
703 986 98
724 974 100
333 143 35
344 559 28
504 907 15
625 247 38
795 360 27
603 346 89
935 364 71
528 865 14
925 744 20
301 142 68
45 266 24
875 401 33
82 636 70
264 879 51
684 203 12
435 190 60
477 457 51
299 954 15
756 851 89
705 659 80
957 28 78
385 173 20
999 528 87
773 958 99
180 746 46
674 459 44
861 830 42
577 828 64
171 528 84
983 339 8
815 115 58
373 81 70
116 595 88
729 418 8
239 284 74
228 316 13
830 344 15
650 91 9
190 420 49
109 696 57
947 900 50
273 493 41
124 43 5
825 363 97
156 596 63
177 740 61
298 116 42
283 145 21
458 77 6
618 878 85
98 388 15
114 809 70
30 156 44
862 894 15
900 321 51
240 766 69
321 686 51
44 131 32
402 816 85
269 790 91
147 344 71
735 297 64
180 141 16
291 261 85
791 807 81
567 646 44
860 501 82
739 346 37
325 465 87
333 221 46
138 126 39
486 704 66
14 433 17
242 109 3
415 141 6
172 277 90
802 733 24
160 75 47
661 814 50
607 462 19
252 306 42
559 114 64
669 575 54
24 287 48
867 885 15
224 97 95
991 420 9
479 735 96
658 852 32
44 780 28
268 394 12
182 609 55
464 338 51
804 56 97
790 376 66
126 322 62
432 477 96
426 363 42
53 408 67
576 841 94
657 186 52
150 393 5
3 329 71
308 393 91
965 39 33
473 647 94
680 872 60
332 184 97
94 47 67
476 306 47
998 913 99
57 643 6
467 608 71
152 552 89
693 490 33
851 135 40
78 984 71
271 901 32
494 439 55
140 904 68
800 474 35
704 62 37
987 182 89
501 556 44
266 973 36
758 40 79
101 667 70
294 536 23
413 604 44
570 993 69
580 852 57
921 609 39
666 741 27
667 261 20
9 877 72
527 804 90
642 718 42
764 993 82
142 84 60
721 357 72
174 2 71
924 91 96
531 494 49
815 498 37
175 216 6
430 846 94
394 214 50
11 624 28
38 611 24
267 729 61
635 460 18
638 547 73
356 250 38
58 97 64
247 491 43
640 137 77
625 712 2
630 905 14
873 864 90
979 407 21
576 116 69
566 424 28
663 145 48
192 154 26
961 593 18
917 714 64
148 82 37
24 439 82
420 398 24
148 572 71
256 625 100
755 66 36
348 526 11
74 316 33
21 403 96
531 529 98
520 592 25
962 654 52
532 596 99
920 793 70
819 536 50
779 471 20
404 561 26
388 935 63
932 642 19
672 308 43
41 168 70
249 159 76
917 21 29
450 539 70
561 814 87
829 743 77
296 13 50
448 80 93
527 903 36
36 516 10
380 438 74
701 408 5
644 560 64
517 107 18
139 79 91
425 41 33
552 343 77
618 353 41
526 620 37
957 638 60
157 953 68
619 546 12
574 433 5
10 630 99
563 482 74
762 916 16
28 685 64
609 550 12
259 360 43
576 876 26
137 884 56
580 353 12
359 295 98
510 894 28
982 131 97
19 830 87
159 829 26
28 48 77
412 990 33
15 849 98
397 206 81
404 968 75
300 508 8
817 767 16
489 391 12
119 312 88
407 689 87
163 518 36
717 551 87
957 720 43
14 746 91
604 714 15
465 528 29
265 283 63
713 204 94
143 664 39
710 721 5
185 263 56
811 523 76
20 853 9
191 935 97
849 873 50
812 438 31
581 887 41
194 486 54
840 614 84
196 737 51
369 970 65
890 524 65
224 362 42
534 745 65
531 619 49
31 134 47
178 548 77
561 499 62
531 680 99
139 655 44
550 95 78
600 228 24
858 428 84
742 863 91
190 976 95
954 833 87
817 430 36
634 673 39
651 782 39
546 135 36
393 411 76
735 626 22
605 876 8
471 283 33
812 270 47
191 368 17
391 200 20
99 2 86
938 30 35
234 823 4
656 591 2
631 73 1
836 79 12
746 213 70
369 189 93
37 277 53
331 582 49
119 534 62
308 761 68
540 643 50
177 33 91
354 200 90
690 726 74
790 392 50
846 428 48
621 360 51
500 626 83
420 649 4
395 212 25
425 2 62
658 849 60
911 691 44
561 294 46
93 811 51
975 258 94
152 427 47
553 224 61
485 737 29
849 896 90
304 806 67
989 974 63
239 617 7
140 97 33
663 834 60
916 813 28
951 511 67
111 105 48
992 282 47
681 858 33
419 256 22
444 879 4
75 404 82
20 251 97
590 874 45
956 246 99
121 645 73
391 404 66
577 122 96
303 940 28
554 354 17
369 946 20
292 364 58
471 222 13
185 337 60
909 435 54
776 590 90
173 216 100
693 421 62
507 370 57
295 660 98
177 233 81
569 316 20
996 607 63
202 251 59
173 940 96
668 251 40
409 828 17
728 497 86
866 78 96
777 992 58
380 103 39
157 379 87
1 710 69
775 246 39
93 222 51
839 525 68
298 159 36
664 451 9
61 781 41
834 997 87
15 728 82
430 716 8
541 290 55
228 71 55
504 939 20
440 767 33
774 24 2
8 577 98
384 488 79
704 727 90
474 598 38
615 983 84
254 482 13
735 995 91
761 816 5
577 271 56
708 624 81
950 790 53
884 548 19
71 21 21
50 685 58
230 334 30
460 741 6
323 751 21
394 526 51
480 865 34
962 370 26
93 697 57
365 506 75
29 274 34
120 680 9
383 833 54
52 492 1
422 664 55
942 898 72
225 971 85
943 42 32
820 214 7
421 415 95
13 853 6
256 649 20
24 43 43
22 563 76
899 252 83
32 685 6
411 538 22
314 259 91
357 60 57
159 420 7
421 146 79
371 93 34
203 162 33
79 428 84
729 310 42
489 893 1
375 452 84
809 831 38
335 261 41
429 816 58
809 542 75
805 325 2
591 346 60
136 291 74
450 710 58
61 273 6
140 660 4
139 428 5
740 681 40
434 801 5
397 142 95
648 798 69
783 499 8
741 434 9
797 367 1
647 921 70
909 849 92
390 113 80
203 179 63
225 359 94
766 929 28
175 370 94
153 782 94
135 119 2
116 1000 55
137 580 31
881 383 40
498 981 30
303 330 40
660 433 50
410 362 9
756 982 52
977 604 81
570 121 71
190 131 67
373 735 40
258 476 28
996 344 15
654 705 98
398 766 24
531 511 83
163 490 91
315 16 7
256 831 28
310 129 66
487 653 32
94 628 7
685 559 62
867 88 37
282 38 91
952 380 56
756 4 83
28 728 96
941 745 29
754 700 78
512 50 91
266 150 45
872 181 20
757 481 3
521 894 96
100 465 17
597 837 7
82 399 83
512 525 10
590 731 5
77 934 36
202 557 99
167 437 43
798 211 26
504 975 81
110 727 84
518 569 67
287 310 44
776 147 10
878 298 56
277 633 76
50 56 10
678 809 43
525 827 75
168 903 87
999 815 15
355 499 23
35 607 47
477 850 60
136 303 89
103 817 66
832 827 11
534 774 5
412 694 33
468 503 1
735 371 75
125 56 2
223 704 43
803 313 29
191 606 41
962 333 69
104 771 10
204 37 83
699 392 36
14 515 55
296 763 13
769 439 60
346 958 8
298 262 4
537 158 50
459 278 17
999 453 86
512 859 17
995 129 34
962 941 64
697 890 84
359 840 49
528 880 54
792 2 64
58 90 82
418 552 98
80 968 71
614 626 92
995 394 70
465 714 16
12 711 81
341 586 63
190 215 35
574 355 86
662 897 14
461 670 36
346 678 60
672 62 33
279 572 24
672 468 99
825 796 22
250 162 12
975 213 85
439 545 4
972 94 13
540 963 5
735 672 97
858 921 98
980 946 46
759 703 88
369 194 100
755 323 81
986 819 10
596 25 83
445 129 82
11 354 2
95 759 39
381 1000 34
317 106 1
123 444 26
851 867 1
642 224 92
57 281 19
139 934 95
193 780 29
668 447 18
411 355 58
453 412 16
153 311 89
444 369 7
803 214 74
361 732 71
652 537 69
139 267 17
594 407 39
698 27 2
826 136 46
275 98 76
874 162 81
927 118 8
966 239 78
283 515 91
164 332 38
241 993 80
231 540 1
142 116 95
976 875 95
659 59 89
288 844 64
396 849 2
607 260 9
44 311 58
8 709 81
559 263 5
771 19 5
814 587 47
122 994 68
206 220 68
692 462 71
729 811 57
221 505 70
540 908 25
204 777 58
688 869 21
787 543 57
481 716 76
843 426 69
194 695 72
54 778 85
534 553 83
411 477 62
312 371 67
797 797 27
421 489 63
604 160 42
837 457 15
274 54 69
797 768 88
111 967 90
920 388 13
478 579 35
265 755 76
638 48 58
794 731 39
306 383 90
553 183 59
378 775 4
14 585 40
815 89 32
990 98 7
731 762 82
939 907 43
158 956 84
761 568 60
938 109 3
603 920 67
608 278 98
308 934 24
481 886 36
110 51 35
958 717 76
887 986 100
104 233 4
431 722 27
81 852 41
667 743 44
681 220 74
957 522 8
490 826 90
361 100 66
308 251 25
441 151 63
274 890 30
18 374 58
938 548 76
558 976 56
353 355 8
656 176 22
638 92 45
155 432 31
882 760 64
51 969 70
750 871 85
498 740 62
805 896 8
676 773 80
229 58 4
755 155 31
954 743 36
188 810 65
731 331 37
864 904 79
684 953 97
365 819 61
410 974 67
698 209 76
658 333 97
358 703 34
851 129 96
18 923 9
487 782 11
634 74 64
325 577 33
176 851 89
282 779 63
225 594 17
196 378 91
982 853 31
525 88 11
900 362 34
6 353 22
653 168 2
698 241 46
189 489 63
742 868 9
589 815 2
536 253 88
547 643 58
837 472 91
792 79 31
201 864 83
153 998 35
819 145 98
639 759 56
70 182 95
999 174 40
322 317 15
531 338 1
904 238 73
758 24 5
106 736 71
668 238 76
104 924 10
880 41 88
620 23 6
772 528 12
343 940 44
149 838 58
170 81 98
483 636 51
662 45 79
317 933 63
708 872 65
692 65 78
102 995 21
435 82 57
700 835 50
862 170 83
192 795 70
944 371 96
450 663 91
666 501 25
421 874 51
235 155 6
736 408 84
315 886 23
494 868 45
359 473 3
830 108 76
112 379 56
427 32 82
436 593 61
438 119 26
859 202 27
951 714 34
667 425 41
184 671 40
412 686 20
66 607 87
357 764 51
85 272 95
14 828 68
372 692 24
476 9 13
503 496 68
920 163 76
936 486 100
591 100 51
78 155 36
499 310 93
149 682 96
129 75 31
828 479 67
794 923 96
990 237 20
2 169 82
938 200 56
844 95 62
26 476 29
708 605 24
391 428 78
859 142 28
68 644 36
654 68 7
302 128 59
239 854 15
403 82 27
27 113 27
8 367 99
978 132 33
825 475 34
115 491 34
165 801 41
453 469 1
263 260 58
407 246 88
847 841 93
521 734 18
343 410 97
456 503 87
870 604 95
918 811 16
480 914 83
672 180 68
195 768 49
54 386 31
516 417 34
718 465 31
184 601 8
874 120 30
44 468 57
845 227 5
766 357 17
418 898 69
433 72 79
213 335 9
460 73 28
992 236 29
532 794 1
760 531 82
550 961 44
189 372 39
462 7 35
989 443 9
634 746 32
985 831 8
175 444 26
911 300 92
964 450 2
911 282 89
394 766 91
62 643 100
66 334 91
534 409 7
559 955 40
603 574 9
543 610 96
167 162 20
607 110 5
951 929 25
700 228 37
820 770 79
386 77 43
340 761 16
409 744 21
974 150 35
131 781 92
682 588 8
367 571 99
766 619 87
713 11 36
898 566 9
800 531 69
157 445 90
583 437 64
13 276 81
485 189 32
27 722 40
484 710 74
20 827 61
613 941 24
506 615 46
699 252 26
441 713 93
124 889 52
762 376 88
763 500 45
955 913 91
328 621 39
245 292 13
102 316 13
965 218 67
709 159 71
636 318 65
430 999 98
455 329 95
545 667 85
944 940 46
770 467 53
323 945 72
15 471 98
745 274 79
556 502 8
240 641 14
752 927 3
601 623 6
797 459 3
985 877 87
708 745 32
761 878 16
798 521 79
534 483 67
252 161 56
954 237 7
632 563 81
160 831 4
802 885 38
788 288 78
396 783 11
297 854 18
542 113 72
9 278 100
611 731 2
328 989 95
434 475 39
433 34 73
782 698 33
760 353 12
935 743 39
742 538 53
958 595 71
705 64 5
628 83 55
345 243 55
668 193 96
588 110 32
860 227 42
403 945 43
945 307 62
939 904 29
760 725 98
68 339 26
957 108 89
485 156 46
872 422 24
207 956 25
35 699 34
253 422 4
790 633 13
490 113 97
371 499 19
659 51 95
178 934 58
105 161 100
509 819 84
840 128 44
869 24 3
931 191 57
516 406 94
518 723 69
33 284 78
554 986 46
535 163 62
92 600 79
198 256 64
214 28 5
889 318 82
973 932 35
118 513 14
514 917 53
401 443 87
673 12 13
633 979 25
901 144 89
801 169 80
442 270 34
465 339 58
913 276 89
515 356 32
519 142 28
614 519 73
822 428 65
990 880 43
75 393 24
690 164 24
182 981 100
636 44 71
765 60 86
237 886 56
778 830 70
774 820 59
528 93 72
832 907 30
258 554 44
877 332 3
285 208 62
949 839 55
537 671 15
826 571 41
195 226 90
517 399 83
814 578 56
774 565 56
989 857 73
551 353 73
674 799 93
474 935 64
667 945 35
719 226 52
487 469 85
679 997 19
990 879 14
731 86 10
199 967 38
398 390 32
111 304 42
839 419 68
192 11 54
832 870 43
903 674 25
529 909 31
622 221 100
630 170 42
360 889 92
556 922 91
808 516 35
825 871 40
850 546 27
105 678 22
496 443 71
857 185 21
286 650 39
512 967 42
486 200 40
905 903 82
917 95 14
507 929 38
36 111 21
816 101 89
729 373 21
161 466 35
347 575 66
137 856 74
466 521 64
366 950 56
268 307 100
435 725 63
32 904 21
81 11 17
15 753 48
473 529 44
822 624 97
203 941 86
415 638 67
226 153 54
277 229 28
198 946 89
850 910 71
753 706 82
52 500 8
658 86 95
972 383 95
53 625 98
46 859 81
865 63 53
716 822 25
400 923 10
259 614 9
723 554 15
172 352 31
435 901 31
660 674 28
249 602 72
676 634 21
728 860 75
978 260 52
509 191 39
215 416 39
710 885 82
407 386 30
640 788 98
604 248 4
167 949 86
787 567 38
18 62 18
804 119 92
636 1 38
846 538 22
980 291 20
570 242 40
734 838 45
460 728 78
832 680 37
917 765 73
790 353 20
275 509 56
30 1 13
151 718 32
869 87 86
45 69 24
424 75 2
728 258 10
171 30 70
492 272 92
206 252 53
890 382 68
827 9 69
96 216 13
386 657 19
686 870 43
829 798 67
498 868 71
276 598 77
373 536 8
754 130 81
596 392 88
429 352 24
975 937 61
466 178 76
333 705 8
127 573 44
382 318 61
912 195 6
336 652 5
851 306 39
979 860 91
675 835 63
5 487 99
1 395 50
206 159 47
918 93 88
77 118 33
602 806 90
658 405 41
632 719 19
25 55 85
792 495 12
405 395 28
276 999 100
83 813 82
987 428 60
635 941 32
633 464 64
875 775 17
213 289 45
971 890 46
610 536 41
50 521 47
430 427 62
807 365 27
94 380 79
305 384 92
632 873 93
936 644 56
359 242 43
249 394 93
707 509 67
342 707 70
318 533 74
36 219 16
768 327 24
67 185 23
156 172 26
153 416 70
481 361 11
840 65 14
194 434 88
59 678 43
463 179 7
869 409 22
449 61 79
739 939 33
538 351 90
708 133 58
498 811 50
568 227 4
907 173 33
582 580 41
806 863 46
949 843 55
244 368 97
20 673 46
358 840 58
793 233 8
717 269 59
182 490 12
451 977 1
231 377 14
624 674 15
654 812 99
558 913 31
168 592 42
789 643 68
149 299 48
424 555 82
307 619 72
54 822 93
227 742 84
697 638 22
627 31 70
443 383 36
466 232 36
420 893 20
863 250 1
261 276 5
555 719 77
265 71 74
378 416 69
118 866 71
855 647 44
488 575 72
557 15 79
862 485 89
494 903 70
636 20 59
599 906 62
607 378 6
2 666 49
28 97 60
83 488 4
594 111 45
99 214 96
3 437 81
433 261 81
54 657 72
868 543 42
96 172 66
338 615 80
775 268 63
468 708 66
749 26 1
295 305 2
491 957 25
380 136 91
332 726 34
257 402 21
150 514 65
127 505 41
540 476 10
106 231 50
70 448 18
972 595 9
495 904 67
210 923 93
510 163 3
413 325 20
998 617 60
986 61 24
295 512 30
578 906 87
466 67 33
835 153 100
73 437 51
93 952 15
28 570 100
862 116 37
789 751 69
871 956 93
13 253 24
45 60 60
405 546 51
977 770 54
958 832 69
328 620 43
65 980 71
491 625 7
256 256 33
184 283 35
659 681 34
839 764 38
700 953 39
14 326 48
219 999 37
350 465 90
667 314 75
404 760 32
411 714 65
192 980 14
822 631 75
289 584 96
3 520 91
96 788 46
606 349 62
288 490 72
821 965 31
52 300 10
707 777 68
257 348 45
985 239 51
112 42 53
552 32 34
694 609 18
400 506 52
939 202 63
164 287 74
526 632 65
156 68 71
751 507 73
570 714 28
980 317 42
317 857 41
341 768 20
817 504 74
672 590 36
325 367 90
173 527 9
380 501 7
707 879 100
557 986 4
249 373 9
946 990 47
542 133 84
956 480 16
202 46 45
54 408 28
243 925 57
293 309 79
393 760 35
183 520 97
185 308 79
865 199 50
470 840 10
783 435 10
619 920 88
752 994 62
3 507 49
743 318 24
689 765 36
220 764 83
576 286 39
113 566 1
909 393 81
45 890 12
815 21 43
36 824 25
110 679 16
844 400 8
321 822 85
242 697 77
919 470 1
939 59 17
999 542 57
748 694 55
8 362 90
147 9 39
82 490 42
419 709 75
962 112 59
483 783 89
530 142 76
528 33 99
910 190 74
655 249 58
896 392 16
852 464 94
318 880 11
685 324 9
351 493 63
303 159 35
617 139 28
785 454 5
846 2 94
260 507 27
770 165 22
369 92 12
911 331 91
427 377 5
129 249 93
536 178 82
747 622 37
93 598 96
72 422 39
247 781 30
858 760 79
834 672 45
254 161 52
566 187 51
382 854 20
309 482 83
782 709 82
382 1 60
648 949 55
349 242 86
232 881 34
345 467 40
40 201 95
829 813 100
357 913 88
192 343 20
400 896 63
684 273 83
575 410 77
538 449 99
281 927 59
853 769 53
597 290 36
515 846 33
812 970 88
599 395 27
530 957 35
857 781 10
97 200 87
541 436 76
966 624 82
240 1000 40
10 68 61
46 922 95
82 720 72
902 94 16
287 716 67
332 656 97
199 835 62
446 44 15
627 220 90
792 916 1
951 268 94
929 934 22
85 307 63
323 948 74
538 907 57
495 898 61
567 292 100
494 891 81
129 770 87
